0.000      176.233
5.000      176.233
10.000     176.233
15.000     176.233
20.000     176.233
25.000     176.233
30.000     176.233
35.000     176.233
40.000     176.233
45.000     176.233
50.000     176.234
55.000     176.234
60.000     176.235
65.000     176.237
70.000     176.24
75.000     176.246
80.000     176.253
85.000     176.265
90.000     176.277
95.000     176.283
100.000    176.274
105.000    176.25
110.000    176.214
115.000    176.174
120.000    176.135
125.000    176.1
130.000    176.067
135.000    176.035
140.000    176.001
145.000    175.966
150.000    175.928
155.000    175.889
160.000    175.849
165.000    175.809
170.000    175.768
175.000    175.728
180.000    175.685
185.000    175.641
190.000    175.596
195.000    175.553
200.000    175.512
205.000    175.463
210.000    175.386
215.000    175.242
220.000    174.98
225.000    174.543
230.000    173.869
235.000    172.908
240.000    171.621
245.000    169.997
250.000    168.059
255.000    165.869
260.000    163.513
265.000    161.086
270.000    158.667
275.000    156.312
280.000    154.055
285.000    151.914
290.000    149.902
295.000    148.028
300.000    146.296
305.000    144.702
310.000    143.24
315.000    141.899
320.000    140.665
325.000    139.529
330.000    138.482
335.000    137.523
340.000    136.651
345.000    135.863
350.000    135.154
355.000    134.516
360.000    133.941
365.000    133.421
370.000    132.949
375.000    132.519
380.000    132.128
385.000    131.773
390.000    131.45
395.000    131.156
400.000    130.889
405.000    130.647
410.000    130.428
415.000    130.229
420.000    130.049
425.000    129.885
430.000    129.736
435.000    129.602
440.000    129.48
445.000    129.37
450.000    129.271
455.000    129.181
460.000    129.1
465.000    129.027
470.000    128.962
475.000    128.904
480.000    128.852
485.000    128.805
490.000    128.765
495.000    128.73
500.000    128.701
505.000    128.676
510.000    128.657
515.000    128.643
520.000    128.635
525.000    128.634
530.000    128.639
535.000    128.651
540.000    128.673
545.000    128.704
550.000    128.747
555.000    128.804
560.000    128.877
565.000    128.971
570.000    129.089
575.000    129.236
580.000    129.419
585.000    129.646
590.000    129.926
595.000    130.272
600.000    130.699
605.000    131.226
610.000    131.878
615.000    132.685
620.000    133.687
625.000    134.933
630.000    136.481
635.000    138.389
640.000    140.705
645.000    143.438
650.000    146.54
655.000    149.907
660.000    153.395
665.000    156.857
670.000    160.154
675.000    163.149
680.000    165.733
685.000    167.849
690.000    169.522
695.000    170.84
700.000    171.906
705.000    172.793
710.000    173.54
715.000    174.165
720.000    174.688
725.000    175.13
730.000    175.498
735.000    175.789
740.000    175.997
745.000    176.127
750.000    176.198
755.000    176.233
760.000    176.25
765.000    176.26
770.000    176.264
775.000    176.264
780.000    176.261
785.000    176.256
790.000    176.251
795.000    176.247
800.000    176.245
