0.000      123.083
3.000      123.083
6.000      123.083
9.000      123.083
12.000     123.083
15.000     123.083
18.000     123.083
21.000     123.083
24.000     123.083
27.000     123.083
30.000     123.083
33.000     123.082
36.000     123.081
39.000     123.078
42.000     123.072
45.000     123.061
48.000     123.043
51.000     123.016
54.000     122.976
57.000     122.923
60.000     122.855
63.000     122.768
66.000     122.661
69.000     122.533
72.000     122.381
75.000     122.206
78.000     122.006
81.000     121.774
84.000     121.5
87.000     121.175
90.000     120.794
93.000     120.362
96.000     119.884
99.000     119.368
102.000    118.822
105.000    118.251
108.000    117.655
111.000    117.031
114.000    116.377
117.000    115.688
120.000    114.97
123.000    114.233
126.000    113.491
129.000    112.761
132.000    112.059
135.000    111.4
138.000    110.794
141.000    110.254
144.000    109.784
147.000    109.387
150.000    109.059
153.000    108.794
156.000    108.585
159.000    108.426
162.000    108.31
165.000    108.234
168.000    108.19
171.000    108.176
174.000    108.185
177.000    108.209
180.000    108.241
183.000    108.278
186.000    108.318
189.000    108.36
192.000    108.41
195.000    108.471
198.000    108.549
201.000    108.646
204.000    108.766
207.000    108.908
210.000    109.072
213.000    109.258
216.000    109.466
219.000    109.697
222.000    109.951
225.000    110.231
228.000    110.537
231.000    110.867
234.000    111.22
237.000    111.594
240.000    111.985
243.000    112.39
246.000    112.807
249.000    113.236
252.000    113.676
255.000    114.129
258.000    114.597
261.000    115.078
264.000    115.572
267.000    116.07
270.000    116.563
273.000    117.037
276.000    117.476
279.000    117.869
282.000    118.211
285.000    118.501
288.000    118.734
291.000    118.907
294.000    119.015
297.000    119.056
300.000    119.029
303.000    118.936
306.000    118.782
309.000    118.575
312.000    118.323
315.000    118.04
318.000    117.733
321.000    117.413
324.000    117.083
327.000    116.744
330.000    116.399
333.000    116.048
336.000    115.697
339.000    115.354
342.000    115.025
345.000    114.719
348.000    114.442
351.000    114.193
354.000    113.97
357.000    113.766
360.000    113.576
363.000    113.394
366.000    113.219
369.000    113.05
372.000    112.888
375.000    112.731
378.000    112.582
381.000    112.438
384.000    112.301
387.000    112.169
390.000    112.043
393.000    111.923
396.000    111.809
399.000    111.701
402.000    111.597
405.000    111.5
408.000    111.407
411.000    111.32
414.000    111.238
417.000    111.16
420.000    111.087
423.000    111.018
426.000    110.954
429.000    110.893
432.000    110.836
435.000    110.782
438.000    110.731
441.000    110.683
444.000    110.638
447.000    110.595
450.000    110.555
453.000    110.516
456.000    110.481
459.000    110.447
462.000    110.416
465.000    110.387
468.000    110.359
471.000    110.333
474.000    110.309
477.000    110.287
480.000    110.265
483.000    110.246
486.000    110.228
489.000    110.211
492.000    110.197
495.000    110.182
498.000    110.171
501.000    110.159
504.000    110.149
507.000    110.14
510.000    110.132
513.000    110.126
516.000    110.121
519.000    110.118
522.000    110.116
525.000    110.116
528.000    110.117
531.000    110.12
534.000    110.125
537.000    110.132
540.000    110.141
543.000    110.153
546.000    110.167
549.000    110.184
552.000    110.205
555.000    110.229
558.000    110.256
561.000    110.289
564.000    110.326
567.000    110.369
570.000    110.418
573.000    110.474
576.000    110.537
579.000    110.61
582.000    110.692
585.000    110.784
588.000    110.889
591.000    111.007
594.000    111.14
597.000    111.288
600.000    111.455
603.000    111.641
606.000    111.846
609.000    112.074
612.000    112.325
615.000    112.598
618.000    112.894
621.000    113.209
624.000    113.542
627.000    113.889
630.000    114.244
633.000    114.6
636.000    114.95
639.000    115.286
642.000    115.601
645.000    115.89
648.000    116.147
651.000    116.372
654.000    116.57
657.000    116.746
660.000    116.913
663.000    117.082
666.000    117.26
669.000    117.453
672.000    117.665
675.000    117.897
678.000    118.153
681.000    118.434
684.000    118.745
687.000    119.085
690.000    119.452
693.000    119.842
696.000    120.248
699.000    120.656
702.000    121.052
705.000    121.418
708.000    121.74
711.000    122.008
714.000    122.221
717.000    122.382
720.000    122.505
723.000    122.6
726.000    122.68
729.000    122.75
732.000    122.814
735.000    122.871
738.000    122.919
741.000    122.957
744.000    122.985
747.000    123.004
750.000    123.016
753.000    123.022
756.000    123.025
759.000    123.025
762.000    123.024
765.000    123.023
768.000    123.024
771.000    123.026
774.000    123.03
777.000    123.036
780.000    123.043
783.000    123.05
786.000    123.056
789.000    123.063
792.000    123.068
795.000    123.071
798.000    123.073
801.000    123.075
