0.000      141.151
2.000      141.151
4.000      141.151
6.000      141.151
8.000      141.151
10.000     141.151
12.000     141.151
14.000     141.151
16.000     141.151
18.000     141.151
20.000     141.151
22.000     141.151
24.000     141.151
26.000     141.151
28.000     141.151
30.000     141.151
32.000     141.151
34.000     141.151
36.000     141.151
38.000     141.151
40.000     141.151
42.000     141.151
44.000     141.151
46.000     141.151
48.000     141.151
50.000     141.151
52.000     141.15
54.000     141.15
56.000     141.149
58.000     141.148
60.000     141.147
62.000     141.146
64.000     141.145
66.000     141.144
68.000     141.144
70.000     141.145
72.000     141.147
74.000     141.152
76.000     141.158
78.000     141.166
80.000     141.177
82.000     141.19
84.000     141.204
86.000     141.221
88.000     141.24
90.000     141.259
92.000     141.28
94.000     141.3
96.000     141.321
98.000     141.341
100.000    141.36
102.000    141.377
104.000    141.394
106.000    141.407
108.000    141.419
110.000    141.427
112.000    141.433
114.000    141.438
116.000    141.439
118.000    141.439
120.000    141.436
122.000    141.431
124.000    141.424
126.000    141.414
128.000    141.401
130.000    141.386
132.000    141.367
134.000    141.346
136.000    141.321
138.000    141.294
140.000    141.266
142.000    141.236
144.000    141.205
146.000    141.174
148.000    141.145
150.000    141.117
152.000    141.09
154.000    141.064
156.000    141.04
158.000    141.017
160.000    140.994
162.000    140.971
164.000    140.949
166.000    140.926
168.000    140.903
170.000    140.88
172.000    140.856
174.000    140.833
176.000    140.81
178.000    140.787
180.000    140.765
182.000    140.743
184.000    140.721
186.000    140.698
188.000    140.671
190.000    140.638
192.000    140.597
194.000    140.542
196.000    140.47
198.000    140.377
200.000    140.257
202.000    140.106
204.000    139.919
206.000    139.694
208.000    139.426
210.000    139.112
212.000    138.751
214.000    138.341
216.000    137.882
218.000    137.377
220.000    136.828
222.000    136.243
224.000    135.628
226.000    134.991
228.000    134.337
230.000    133.675
232.000    133.008
234.000    132.341
236.000    131.677
238.000    131.019
240.000    130.369
242.000    129.728
244.000    129.096
246.000    128.475
248.000    127.863
250.000    127.26
252.000    126.664
254.000    126.077
256.000    125.496
258.000    124.922
260.000    124.356
262.000    123.798
264.000    123.248
266.000    122.709
268.000    122.181
270.000    121.667
272.000    121.167
274.000    120.683
276.000    120.216
278.000    119.767
280.000    119.335
282.000    118.923
284.000    118.529
286.000    118.153
288.000    117.794
290.000    117.452
292.000    117.126
294.000    116.814
296.000    116.515
298.000    116.23
300.000    115.957
302.000    115.695
304.000    115.444
306.000    115.204
